,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/14/18,,E,,8,,-,,1,,-,,6,,-,,4,,06/19/18,,E,,9,,-,,6,,-,,4,,-,,2,,05/25/18,,E,,4,,-,,1,,-,,6,,-,,5,,04/30/18,,E,,3,,-,,6,,-,,8,,-,,4
07/14/18,,M,,2,,-,,1,,-,,3,,-,,3,,06/19/18,,M,,5,,-,,3,,-,,7,,-,,5,,05/25/18,,M,,3,,-,,2,,-,,2,,-,,3,,04/30/18,,M,,9,,-,,4,,-,,0,,-,,9
07/13/18,,E,,4,,-,,2,,-,,5,,-,,0,,06/18/18,,E,,8,,-,,4,,-,,1,,-,,5,,05/24/18,,E,,5,,-,,4,,-,,1,,-,,4,,04/29/18,,E,,7,,-,,7,,-,,8,,-,,7
07/13/18,,M,,6,,-,,6,,-,,7,,-,,3,,06/18/18,,M,,4,,-,,4,,-,,8,,-,,5,,05/24/18,,M,,2,,-,,0,,-,,9,,-,,8,,04/29/18,,M,,7,,-,,1,,-,,4,,-,,2
07/12/18,,E,,4,,-,,0,,-,,7,,-,,2,,06/17/18,,E,,0,,-,,8,,-,,6,,-,,6,,05/23/18,,E,,2,,-,,5,,-,,2,,-,,1,,04/28/18,,E,,7,,-,,6,,-,,9,,-,,5
07/12/18,,M,,4,,-,,7,,-,,2,,-,,3,,06/17/18,,M,,6,,-,,8,,-,,0,,-,,6,,05/23/18,,M,,3,,-,,3,,-,,4,,-,,4,,04/28/18,,M,,0,,-,,9,,-,,4,,-,,4
07/11/18,,E,,7,,-,,0,,-,,3,,-,,0,,06/16/18,,E,,5,,-,,1,,-,,5,,-,,8,,05/22/18,,E,,9,,-,,4,,-,,1,,-,,1,,04/27/18,,E,,1,,-,,5,,-,,6,,-,,6
07/11/18,,M,,5,,-,,4,,-,,4,,-,,9,,06/16/18,,M,,8,,-,,2,,-,,6,,-,,0,,05/22/18,,M,,2,,-,,7,,-,,0,,-,,3,,04/27/18,,M,,0,,-,,5,,-,,3,,-,,6
07/10/18,,E,,1,,-,,9,,-,,1,,-,,5,,06/15/18,,E,,2,,-,,1,,-,,8,,-,,9,,05/21/18,,E,,5,,-,,8,,-,,2,,-,,2,,04/26/18,,E,,6,,-,,3,,-,,2,,-,,9
07/10/18,,M,,9,,-,,6,,-,,4,,-,,1,,06/15/18,,M,,5,,-,,8,,-,,7,,-,,4,,05/21/18,,M,,1,,-,,0,,-,,6,,-,,1,,04/26/18,,M,,1,,-,,1,,-,,6,,-,,1
07/09/18,,E,,8,,-,,2,,-,,9,,-,,3,,06/14/18,,E,,3,,-,,7,,-,,3,,-,,1,,05/20/18,,E,,3,,-,,5,,-,,4,,-,,4,,04/25/18,,E,,0,,-,,4,,-,,0,,-,,7
07/09/18,,M,,2,,-,,1,,-,,6,,-,,0,,06/14/18,,M,,4,,-,,2,,-,,1,,-,,7,,05/20/18,,M,,0,,-,,7,,-,,3,,-,,9,,04/25/18,,M,,6,,-,,6,,-,,3,,-,,3
07/08/18,,E,,4,,-,,1,,-,,3,,-,,9,,06/13/18,,E,,8,,-,,2,,-,,4,,-,,2,,05/19/18,,E,,3,,-,,2,,-,,9,,-,,6,,04/24/18,,E,,1,,-,,5,,-,,3,,-,,5
07/08/18,,M,,0,,-,,5,,-,,2,,-,,6,,06/13/18,,M,,9,,-,,4,,-,,7,,-,,1,,05/19/18,,M,,9,,-,,7,,-,,3,,-,,8,,04/24/18,,M,,1,,-,,5,,-,,2,,-,,1
07/07/18,,E,,8,,-,,7,,-,,2,,-,,4,,06/12/18,,E,,3,,-,,4,,-,,0,,-,,6,,05/18/18,,E,,4,,-,,2,,-,,7,,-,,8,,04/23/18,,E,,2,,-,,8,,-,,4,,-,,9
07/07/18,,M,,5,,-,,2,,-,,3,,-,,2,,06/12/18,,M,,2,,-,,0,,-,,3,,-,,9,,05/18/18,,M,,3,,-,,8,,-,,7,,-,,3,,04/23/18,,M,,5,,-,,1,,-,,4,,-,,0
07/06/18,,E,,3,,-,,3,,-,,5,,-,,5,,06/11/18,,E,,6,,-,,1,,-,,9,,-,,0,,05/17/18,,E,,8,,-,,3,,-,,6,,-,,5,,04/22/18,,E,,8,,-,,3,,-,,9,,-,,8
07/06/18,,M,,3,,-,,1,,-,,5,,-,,8,,06/11/18,,M,,6,,-,,0,,-,,6,,-,,8,,05/17/18,,M,,9,,-,,2,,-,,3,,-,,0,,04/22/18,,M,,4,,-,,4,,-,,6,,-,,8
07/05/18,,E,,0,,-,,2,,-,,7,,-,,8,,06/10/18,,E,,0,,-,,0,,-,,6,,-,,8,,05/16/18,,E,,4,,-,,7,,-,,0,,-,,8,,04/21/18,,E,,1,,-,,0,,-,,1,,-,,3
07/05/18,,M,,3,,-,,1,,-,,8,,-,,5,,06/10/18,,M,,9,,-,,8,,-,,3,,-,,7,,05/16/18,,M,,1,,-,,1,,-,,5,,-,,7,,04/21/18,,M,,4,,-,,4,,-,,7,,-,,6
07/04/18,,E,,9,,-,,8,,-,,4,,-,,5,,06/09/18,,E,,6,,-,,6,,-,,7,,-,,3,,05/15/18,,E,,5,,-,,9,,-,,1,,-,,4,,04/20/18,,E,,5,,-,,3,,-,,5,,-,,1
07/04/18,,M,,4,,-,,5,,-,,5,,-,,3,,06/09/18,,M,,1,,-,,2,,-,,6,,-,,7,,05/15/18,,M,,3,,-,,5,,-,,3,,-,,2,,04/20/18,,M,,2,,-,,1,,-,,3,,-,,1
07/03/18,,E,,0,,-,,7,,-,,2,,-,,7,,06/08/18,,E,,2,,-,,0,,-,,8,,-,,2,,05/14/18,,E,,6,,-,,3,,-,,2,,-,,9,,04/19/18,,E,,2,,-,,4,,-,,2,,-,,8
07/03/18,,M,,5,,-,,2,,-,,5,,-,,9,,06/08/18,,M,,5,,-,,6,,-,,7,,-,,4,,05/14/18,,M,,4,,-,,2,,-,,1,,-,,3,,04/19/18,,M,,2,,-,,3,,-,,8,,-,,0
07/02/18,,E,,5,,-,,3,,-,,0,,-,,7,,06/07/18,,E,,8,,-,,0,,-,,1,,-,,3,,05/13/18,,E,,6,,-,,3,,-,,0,,-,,9,,04/18/18,,E,,7,,-,,1,,-,,2,,-,,0
07/02/18,,M,,3,,-,,0,,-,,0,,-,,8,,06/07/18,,M,,2,,-,,9,,-,,4,,-,,8,,05/13/18,,M,,4,,-,,6,,-,,7,,-,,2,,04/18/18,,M,,6,,-,,1,,-,,7,,-,,7
07/01/18,,E,,9,,-,,0,,-,,2,,-,,6,,06/06/18,,E,,3,,-,,2,,-,,0,,-,,4,,05/12/18,,E,,5,,-,,2,,-,,9,,-,,0,,04/17/18,,E,,1,,-,,6,,-,,3,,-,,5
07/01/18,,M,,5,,-,,9,,-,,6,,-,,9,,06/06/18,,M,,4,,-,,1,,-,,4,,-,,2,,05/12/18,,M,,0,,-,,7,,-,,9,,-,,5,,04/17/18,,M,,3,,-,,8,,-,,7,,-,,0
06/30/18,,E,,3,,-,,7,,-,,3,,-,,3,,06/05/18,,E,,6,,-,,3,,-,,1,,-,,8,,05/11/18,,E,,6,,-,,4,,-,,9,,-,,6,,04/16/18,,E,,8,,-,,6,,-,,0,,-,,4
06/30/18,,M,,7,,-,,8,,-,,2,,-,,8,,06/05/18,,M,,9,,-,,2,,-,,6,,-,,4,,05/11/18,,M,,9,,-,,6,,-,,3,,-,,5,,04/16/18,,M,,3,,-,,9,,-,,0,,-,,2
06/29/18,,E,,7,,-,,9,,-,,3,,-,,1,,06/04/18,,E,,8,,-,,7,,-,,7,,-,,7,,05/10/18,,E,,4,,-,,5,,-,,4,,-,,8,,04/15/18,,E,,2,,-,,9,,-,,2,,-,,4
06/29/18,,M,,7,,-,,6,,-,,9,,-,,3,,06/04/18,,M,,1,,-,,6,,-,,4,,-,,1,,05/10/18,,M,,3,,-,,6,,-,,0,,-,,2,,04/15/18,,M,,4,,-,,7,,-,,4,,-,,3
06/28/18,,E,,7,,-,,7,,-,,0,,-,,1,,06/03/18,,E,,5,,-,,9,,-,,6,,-,,1,,05/09/18,,E,,6,,-,,0,,-,,0,,-,,7,,04/14/18,,E,,8,,-,,3,,-,,9,,-,,2
06/28/18,,M,,2,,-,,5,,-,,6,,-,,1,,06/03/18,,M,,5,,-,,2,,-,,8,,-,,9,,05/09/18,,M,,2,,-,,7,,-,,6,,-,,2,,04/14/18,,M,,7,,-,,1,,-,,3,,-,,2
06/27/18,,E,,7,,-,,2,,-,,6,,-,,9,,06/02/18,,E,,6,,-,,8,,-,,2,,-,,5,,05/08/18,,E,,0,,-,,3,,-,,6,,-,,1,,04/13/18,,E,,1,,-,,7,,-,,0,,-,,4
06/27/18,,M,,7,,-,,8,,-,,5,,-,,6,,06/02/18,,M,,3,,-,,5,,-,,3,,-,,8,,05/08/18,,M,,1,,-,,2,,-,,3,,-,,0,,04/13/18,,M,,9,,-,,7,,-,,4,,-,,5
06/26/18,,E,,2,,-,,9,,-,,2,,-,,1,,06/01/18,,E,,8,,-,,0,,-,,8,,-,,4,,05/07/18,,E,,6,,-,,6,,-,,3,,-,,9,,04/12/18,,E,,3,,-,,9,,-,,4,,-,,6
06/26/18,,M,,0,,-,,8,,-,,8,,-,,3,,06/01/18,,M,,0,,-,,0,,-,,2,,-,,9,,05/07/18,,M,,0,,-,,1,,-,,0,,-,,1,,04/12/18,,M,,0,,-,,8,,-,,5,,-,,4
06/25/18,,E,,8,,-,,9,,-,,6,,-,,3,,05/31/18,,E,,6,,-,,1,,-,,2,,-,,6,,05/06/18,,E,,6,,-,,4,,-,,4,,-,,0,,04/11/18,,E,,5,,-,,5,,-,,7,,-,,0
06/25/18,,M,,7,,-,,9,,-,,2,,-,,3,,05/31/18,,M,,1,,-,,6,,-,,8,,-,,6,,05/06/18,,M,,5,,-,,4,,-,,3,,-,,2,,04/11/18,,M,,1,,-,,7,,-,,0,,-,,7
06/24/18,,E,,2,,-,,1,,-,,3,,-,,5,,05/30/18,,E,,1,,-,,4,,-,,7,,-,,9,,05/05/18,,E,,7,,-,,0,,-,,1,,-,,6,,04/10/18,,E,,7,,-,,7,,-,,8,,-,,5
06/24/18,,M,,5,,-,,7,,-,,5,,-,,7,,05/30/18,,M,,8,,-,,1,,-,,6,,-,,5,,05/05/18,,M,,0,,-,,6,,-,,6,,-,,7,,04/10/18,,M,,2,,-,,5,,-,,3,,-,,8
06/23/18,,E,,2,,-,,4,,-,,6,,-,,0,,05/29/18,,E,,5,,-,,1,,-,,4,,-,,8,,05/04/18,,E,,5,,-,,7,,-,,8,,-,,7,,04/09/18,,E,,6,,-,,5,,-,,8,,-,,4
06/23/18,,M,,9,,-,,9,,-,,5,,-,,2,,05/29/18,,M,,8,,-,,8,,-,,4,,-,,6,,05/04/18,,M,,2,,-,,0,,-,,3,,-,,1,,04/09/18,,M,,9,,-,,8,,-,,5,,-,,0
06/22/18,,E,,9,,-,,3,,-,,0,,-,,0,,05/28/18,,E,,2,,-,,7,,-,,0,,-,,8,,05/03/18,,E,,5,,-,,0,,-,,7,,-,,5,,04/08/18,,E,,8,,-,,6,,-,,7,,-,,7
06/22/18,,M,,1,,-,,3,,-,,2,,-,,7,,05/28/18,,M,,6,,-,,3,,-,,4,,-,,1,,05/03/18,,M,,4,,-,,9,,-,,9,,-,,6,,04/08/18,,M,,5,,-,,4,,-,,3,,-,,8
06/21/18,,E,,3,,-,,2,,-,,2,,-,,0,,05/27/18,,E,,8,,-,,2,,-,,9,,-,,3,,05/02/18,,E,,0,,-,,7,,-,,7,,-,,1,,04/07/18,,E,,3,,-,,0,,-,,3,,-,,9
06/21/18,,M,,9,,-,,3,,-,,2,,-,,0,,05/27/18,,M,,6,,-,,9,,-,,9,,-,,0,,05/02/18,,M,,4,,-,,3,,-,,2,,-,,6,,04/07/18,,M,,8,,-,,5,,-,,9,,-,,4
06/20/18,,E,,9,,-,,3,,-,,7,,-,,9,,05/26/18,,E,,5,,-,,6,,-,,5,,-,,0,,05/01/18,,E,,4,,-,,9,,-,,2,,-,,9,,04/06/18,,E,,9,,-,,8,,-,,7,,-,,0
06/20/18,,M,,5,,-,,2,,-,,6,,-,,0,,05/26/18,,M,,0,,-,,9,,-,,1,,-,,1,,05/01/18,,M,,7,,-,,0,,-,,9,,-,,4,,04/06/18,,M,,4,,-,,4,,-,,3,,-,,4